05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
250;201.388885498047;250;205.72917175293;250;190.104156494141;250;202.178283691406;250;212.619247436523;250;204.685165405273;250;202.193130493164;250;213.414916992188;250;205.118988037109;250;196.759246826172;250;218.460647583008;250;196.759246826172;250;806.423583984375;250;778.645812988281;250;789.0625;250;809.357788085938;250;791.722961425781;250;810.711486816406;250;807.940673828125;250;792.411254882813;250;810.698974609375;250;797.164367675781;250;802.951354980469;250;797.164367675781;250;2019.96533203125;250;1999.13195800781;250;1998.26391601563;250;2003.32470703125;250;2002.59265136719;250;2014.45629882813;250;1999.14526367188;250;2007.24938964844;250;2013.47705078125;250;1980.61352539063;250;2013.88891601563;250;1980.61352539063;250;3254.34033203125;250;3159.72241210938;250;3173.61108398438;250;3233.56396484375;250;3169.73754882813;250;3188.81127929688;250;3226.17993164063;250;3172.05810546875;250;3186.46655273438;250;3201.67797851563;250;3194.44458007813;250;3201.67797851563;250;3631.076171875;250;3605.03491210938;250;3601.5625;250;3610.681640625;250;3613.73486328125;250;3606.02099609375;250;3602.375;250;3597.15209960938;250;3602.54321289063;250;3574.94213867188;250;3641.49291992188;250;3574.94213867188;250;4028.64575195313;250;4011.28466796875;250;3964.40966796875;250;4007.45581054688;250;4026.10864257813;250;3979.60229492188;250;3998.62158203125;250;4019.94702148438;250;4353.26025390625;250;3965.56713867188;250;4058.15966796875;250;3965.56713867188;250;4809.02783203125;250;4801.21533203125;250;4794.27099609375;250;4813.16357421875;250;4807.1962890625;250;4805.81298828125;250;4799.18603515625;250;4794.09228515625;250;5161.16650390625;250;4749.71044921875;250;5046.2958984375;250;4749.71044921875
251;201.388885498047;251;205.72917175293;251;190.104156494141;251;202.327835083008;251;212.61198425293;251;204.733016967773;251;202.3115234375;251;213.411849975586;251;205.140884399414;251;195.3125;251;218.460647583008;251;195.3125;251;806.423583984375;251;779.513854980469;251;789.0625;251;809.417663574219;251;791.840576171875;251;810.316162109375;251;808.154663085938;251;792.578125;251;810.38916015625;251;797.164367675781;251;804.398132324219;251;797.164367675781;251;2019.96533203125;251;1998.26391601563;251;1998.26391601563;251;2003.94140625;251;2007.5869140625;251;2014.25256347656;251;1999.14526367188;251;2007.10986328125;251;2013.5986328125;251;1980.61352539063;251;2013.88891601563;251;1980.61352539063;251;3253.47241210938;251;3158.85400390625;251;3172.7431640625;251;3234.005859375;251;3170.0107421875;251;3189.18579101563;251;3227.36010742188;251;3170.49047851563;251;3186.85961914063;251;3414.35205078125;251;3194.44458007813;251;3414.35205078125;251;3589.40966796875;251;3585.9375;251;3594.6181640625;251;3609.94750976563;251;3604.7041015625;251;3605.5283203125;251;3602.14819335938;251;3595.00610351563;251;3602.31005859375;251;3574.94213867188;251;3641.49291992188;251;3574.94213867188;251;4028.64575195313;251;4011.28466796875;251;3963.54174804688;251;4006.7666015625;251;4019.79028320313;251;3979.58984375;251;3998.69677734375;251;4019.19897460938;251;4353.41796875;251;3965.56713867188;251;4058.15966796875;251;3965.56713867188;251;4805.5556640625;251;4799.47900390625;251;4792.53466796875;251;4801.77490234375;251;4807.62646484375;251;4805.81298828125;251;4777.45703125;251;4793.99072265625;251;5161.83251953125;251;4726.5625;251;5037.61572265625;251;4726.5625
252;201.388885498047;252;206.597213745117;252;190.104156494141;252;202.327835083008;252;212.714935302734;252;204.771087646484;252;202.3115234375;252;213.323577880859;252;205.15608215332;252;195.3125;252;218.460647583008;252;195.3125;252;806.423583984375;252;778.645812988281;252;789.0625;252;809.449829101563;252;791.673706054688;252;803.871765136719;252;808.169616699219;252;789.18896484375;252;799.704528808594;252;798.611145019531;252;804.398132324219;252;798.611145019531;252;2019.96533203125;252;1997.39587402344;252;1999.13195800781;252;2005.87683105469;252;2007.07885742188;252;2015.32360839844;252;2001.599609375;252;2007.90710449219;252;2014.36181640625;252;1986.40051269531;252;2025.46301269531;252;1986.40051269531;252;3252.60400390625;252;3159.72241210938;252;3172.7431640625;252;3234.005859375;252;3169.08081054688;252;3191.04248046875;252;3227.36010742188;252;3171.9833984375;252;3188.95190429688;252;3203.125;252;3194.44458007813;252;3203.125;252;3581.59741210938;252;3587.673828125;252;3593.75;252;3610.48901367188;252;3594.58715820313;252;3605.30395507813;252;3603.03271484375;252;3597.46069335938;252;3602.7919921875;252;3551.7939453125;252;3629.9189453125;252;3551.7939453125;252;4026.90991210938;252;4011.28466796875;252;3965.27758789063;252;4004.5458984375;252;4018.77221679688;252;3979.787109375;252;3995.27197265625;252;4020.69750976563;252;4353.5107421875;252;3964.12036132813;252;4049.47900390625;252;3964.12036132813;252;4807.29150390625;252;4798.61083984375;252;4794.27099609375;252;4777.50634765625;252;4806.6455078125;252;4807.0859375;252;4761.83740234375;252;4794.4443359375;252;5161.5009765625;252;4726.5625;252;5039.0625;252;4726.5625
253;201.388885498047;253;206.597213745117;253;190.104156494141;253;202.225540161133;253;212.74919128418;253;204.745025634766;253;202.218627929688;253;213.407913208008;253;205.174514770508;253;196.759246826172;253;218.460647583008;253;196.759246826172;253;806.423583984375;253;778.645812988281;253;788.194458007813;253;809.463134765625;253;791.490356445313;253;782.41748046875;253;808.107055664063;253;782.285888671875;253;782.517211914063;253;798.611145019531;253;804.398132324219;253;798.611145019531;253;2019.09716796875;253;1996.52783203125;253;1999.13195800781;253;2007.26477050781;253;2006.31494140625;253;2014.69970703125;253;2002.74133300781;253;2007.18859863281;253;2013.63659667969;253;1986.40051269531;253;2025.46301269531;253;1986.40051269531;253;3254.34033203125;253;3159.72241210938;253;3173.61108398438;253;3234.68603515625;253;3169.60522460938;253;3190.37353515625;253;3226.82348632813;253;3170.13330078125;253;3187.13159179688;253;3201.67797851563;253;3194.44458007813;253;3201.67797851563;253;3581.59741210938;253;3585.9375;253;3593.75;253;3591.63842773438;253;3594.94506835938;253;3606.05932617188;253;3573.24755859375;253;3597.65869140625;253;3603.0615234375;253;3551.7939453125;253;3629.9189453125;253;3551.7939453125;253;4027.77783203125;253;4010.41674804688;253;3963.54174804688;253;4002.8349609375;253;4018.88232421875;253;3980.97241210938;253;3995.03564453125;253;4020.669921875;253;4353.69775390625;253;3964.12036132813;253;4049.47900390625;253;3964.12036132813;253;4805.5556640625;253;4797.7431640625;253;4793.40283203125;253;4772.884765625;253;4806.93603515625;253;4806.91015625;253;4761.28564453125;253;4795.6025390625;253;5159.833984375;253;4849.537109375;253;5034.72216796875;253;4849.537109375
254;201.388885498047;254;206.597213745117;254;190.104156494141;254;202.338302612305;254;212.783264160156;254;204.791778564453;254;202.336730957031;254;213.415237426758;254;205.198776245117;254;195.3125;254;218.460647583008;254;195.3125;254;806.423583984375;254;778.645812988281;254;789.0625;254;809.748840332031;254;791.499328613281;254;782.052307128906;254;808.443603515625;254;781.958190917969;254;782.238403320313;254;798.611145019531;254;804.398132324219;254;798.611145019531;254;2020.83337402344;254;1998.26391601563;254;2000.0;254;2007.86071777344;254;2005.77465820313;254;2014.20983886719;254;2003.10925292969;254;2006.81872558594;254;2013.36413574219;254;1986.40051269531;254;2301.7939453125;254;1986.40051269531;254;3252.60400390625;254;3158.85400390625;254;3173.61108398438;254;3232.65893554688;254;3169.28247070313;254;3186.16162109375;254;3225.08129882813;254;3155.28686523438;254;3182.68920898438;254;3201.67797851563;254;3194.44458007813;254;3201.67797851563;254;3580.72900390625;254;3585.06958007813;254;3592.8818359375;254;3561.41455078125;254;3593.79956054688;254;3605.45385742188;254;3551.49658203125;254;3597.01708984375;254;3602.02368164063;254;3522.85888671875;254;3622.68505859375;254;3522.85888671875;254;4027.77783203125;254;4011.28466796875;254;3965.27758789063;254;4003.01733398438;254;4019.22534179688;254;3980.30981445313;254;3994.34692382813;254;4021.67944335938;254;4354.34765625;254;3962.67358398438;254;4049.47900390625;254;3962.67358398438;254;4803.8193359375;254;4798.61083984375;254;4794.27099609375;254;4771.27880859375;254;4806.93603515625;254;4804.93603515625;254;4758.30712890625;254;4795.09716796875;254;5160.404296875;254;4997.1064453125;254;5034.72216796875;254;4997.1064453125
255;201.388885498047;255;206.597213745117;255;190.104156494141;255;202.33203125;255;212.698715209961;255;204.795883178711;255;202.302169799805;255;213.447357177734;255;205.204681396484;255;195.3125;255;218.460647583008;255;195.3125;255;802.083312988281;255;769.097229003906;255;759.548583984375;255;809.789184570313;255;789.606811523438;255;782.075744628906;255;808.369750976563;255;782.134338378906;255;782.211120605469;255;800.057861328125;255;804.398132324219;255;800.057861328125;255;2020.83337402344;255;1997.39587402344;255;2000.0;255;2007.84106445313;255;2006.93115234375;255;2015.0615234375;255;2002.99377441406;255;2007.38745117188;255;2014.39624023438;255;1986.40051269531;255;2301.7939453125;255;1986.40051269531;255;3254.34033203125;255;3160.59033203125;255;3175.34716796875;255;3234.02758789063;255;3170.03833007813;255;3183.14111328125;255;3226.46948242188;255;3149.32568359375;255;3180.69653320313;255;3201.67797851563;255;3194.44458007813;255;3201.67797851563;255;3582.46533203125;255;3588.54174804688;255;3593.75;255;3557.69702148438;255;3595.04272460938;255;3605.431640625;255;3549.80419921875;255;3596.01391601563;255;3602.85229492188;255;3522.85888671875;255;3622.68505859375;255;3522.85888671875;255;4027.77783203125;255;4010.41674804688;255;3965.27758789063;255;4001.28588867188;255;4018.95849609375;255;3980.61596679688;255;3993.08618164063;255;4021.22534179688;255;4354.75;255;3962.67358398438;255;4049.47900390625;255;3962.67358398438;255;4806.423828125;255;4801.21533203125;255;4795.138671875;255;4773.08544921875;255;4808.3798828125;255;4804.15283203125;255;4759.5732421875;255;4794.607421875;255;5159.2890625;255;4725.11572265625;255;5036.16845703125;255;4725.11572265625
256;201.388885498047;256;206.597213745117;256;190.104156494141;256;202.260971069336;256;212.758911132813;256;204.792358398438;256;202.216888427734;256;213.438720703125;256;205.197387695313;256;195.3125;256;218.460647583008;256;195.3125;256;802.951354980469;256;767.361145019531;256;759.548583984375;256;809.570434570313;256;781.659057617188;256;782.335327148438;256;808.263000488281;256;781.969055175781;256;782.371704101563;256;795.717590332031;256;797.164367675781;256;795.717590332031;256;2019.96533203125;256;1996.52783203125;256;1999.13195800781;256;2007.31286621094;256;2006.32836914063;256;2015.70190429688;256;2002.74963378906;256;2007.79968261719;256;2014.751953125;256;2090.56713867188;256;2025.46301269531;256;2090.56713867188;256;3250.0;256;3152.77783203125;256;3171.875;256;3233.927734375;256;3169.87060546875;256;3183.27221679688;256;3226.80151367188;256;3150.10278320313;256;3180.62353515625;256;3201.67797851563;256;3194.44458007813;256;3201.67797851563;256;3581.59741210938;256;3586.80541992188;256;3592.8818359375;256;3557.40454101563;256;3596.18505859375;256;3605.623046875;256;3549.28393554688;256;3596.4189453125;256;3602.7001953125;256;3522.85888671875;256;3622.68505859375;256;3522.85888671875;256;4027.77783203125;256;4012.15258789063;256;3965.27758789063;256;4001.919921875;256;4020.41723632813;256;3981.64624023438;256;3993.47509765625;256;4021.22534179688;256;4354.75;256;3964.12036132813;256;4049.47900390625;256;3964.12036132813;256;4807.29150390625;256;4800.34716796875;256;4794.27099609375;256;4773.08544921875;256;4807.98876953125;256;4804.43310546875;256;4760.134765625;256;4793.40380859375;256;5159.09228515625;256;4725.11572265625;256;5036.16845703125;256;4725.11572265625
257;201.388885498047;257;206.597213745117;257;190.104156494141;257;202.158416748047;257;212.764938354492;257;204.828674316406;257;202.163833618164;257;213.457427978516;257;205.277359008789;257;196.759246826172;257;218.460647583008;257;196.759246826172;257;802.951354980469;257;768.229187011719;257;759.548583984375;257;808.673095703125;257;780.94873046875;257;782.294311523438;257;806.767517089844;257;781.816833496094;257;782.365661621094;257;795.717590332031;257;797.164367675781;257;795.717590332031;257;2020.83337402344;257;1997.39587402344;257;1999.13195800781;257;2008.32922363281;257;2005.81945800781;257;2015.57238769531;257;2003.58654785156;257;2008.87438964844;257;2014.37805175781;257;2090.56713867188;257;2025.46301269531;257;2090.56713867188;257;3203.9931640625;257;3138.02075195313;257;3167.53466796875;257;3234.47094726563;257;3156.47729492188;257;3182.755859375;257;3227.56372070313;257;3149.42211914063;257;3180.17846679688;257;3200.2314453125;257;3192.99755859375;257;3200.2314453125;257;3581.59741210938;257;3585.06958007813;257;3593.75;257;3557.50927734375;257;3595.29956054688;257;3605.68310546875;257;3550.34375;257;3596.62719726563;257;3602.97143554688;257;3522.85888671875;257;3622.68505859375;257;3522.85888671875;257;4027.77783203125;257;4011.28466796875;257;3965.27758789063;257;4001.76440429688;257;4019.38427734375;257;3982.619140625;257;3994.17309570313;257;4022.53759765625;257;4356.74072265625;257;3964.12036132813;257;4049.47900390625;257;3964.12036132813;257;4804.6875;257;4798.61083984375;257;4793.40283203125;257;4772.27978515625;257;4807.56591796875;257;4805.58349609375;257;4759.40478515625;257;4793.40380859375;257;5159.09228515625;257;4726.5625;257;5036.16845703125;257;4726.5625
258;201.388885498047;258;206.597213745117;258;190.972229003906;258;202.208602905273;258;212.808044433594;258;204.90510559082;258;202.217422485352;258;213.514343261719;258;205.296722412109;258;196.759246826172;258;218.460647583008;258;196.759246826172;258;802.951354980469;258;767.361145019531;258;759.548583984375;258;805.897094726563;258;781.030639648438;258;782.29345703125;258;804.474914550781;258;781.837707519531;258;782.388122558594;258;794.270874023438;258;792.824096679688;258;794.270874023438;258;2021.70141601563;258;1997.39587402344;258;2000.0;258;2007.39123535156;258;2006.1416015625;258;2016.17602539063;258;2002.67700195313;258;2009.32312011719;258;2015.26550292969;258;1986.40051269531;258;2022.56945800781;258;1986.40051269531;258;3199.65283203125;258;3138.888671875;258;3168.40258789063;258;3234.28955078125;258;3148.14575195313;258;3183.2880859375;258;3224.47241210938;258;3150.21875;258;3180.69555664063;258;3200.2314453125;258;3192.99755859375;258;3200.2314453125;258;3580.72900390625;258;3586.80541992188;258;3592.8818359375;258;3558.13037109375;258;3594.42651367188;258;3604.70727539063;258;3550.314453125;258;3595.00830078125;258;3601.6484375;258;3522.85888671875;258;3621.23852539063;258;3522.85888671875;258;4028.64575195313;258;4012.15258789063;258;3967.01391601563;258;4002.17138671875;258;4019.34448242188;258;3982.31567382813;258;3994.06787109375;258;4022.53759765625;258;4356.74072265625;258;3961.22705078125;258;4049.47900390625;258;3961.22705078125;258;4803.8193359375;258;4797.7431640625;258;4791.66650390625;258;4773.32177734375;258;4805.73486328125;258;4805.3955078125;258;4759.79345703125;258;4794.3681640625;258;5166.30126953125;258;4726.5625;258;5036.16845703125;258;4726.5625
259;201.388885498047;259;206.597213745117;259;190.104156494141;259;202.237533569336;259;212.806854248047;259;204.922653198242;259;202.248718261719;259;213.532379150391;259;205.323043823242;259;196.759246826172;259;218.460647583008;259;196.759246826172;259;802.951354980469;259;767.361145019531;259;759.548583984375;259;806.095764160156;259;780.999206542969;259;782.295227050781;259;804.694396972656;259;781.829895019531;259;782.374938964844;259;794.270874023438;259;792.824096679688;259;794.270874023438;259;2021.70141601563;259;1997.39587402344;259;2000.0;259;2007.35925292969;259;2006.77661132813;259;2015.88793945313;259;2002.72680664063;259;2008.91394042969;259;2014.53332519531;259;1986.40051269531;259;2022.56945800781;259;1986.40051269531;259;3199.65283203125;259;3138.02075195313;259;3167.53466796875;259;3203.28686523438;259;3148.87939453125;259;3183.298828125;259;3188.81127929688;259;3151.43627929688;259;3180.50244140625;259;3155.38208007813;259;3174.18994140625;259;3155.38208007813;259;3581.59741210938;259;3587.673828125;259;3593.75;259;3557.58911132813;259;3594.865234375;259;3605.49755859375;259;3549.55859375;259;3596.9091796875;259;3603.90844726563;259;3522.85888671875;259;3621.23852539063;259;3522.85888671875;259;4028.64575195313;259;4013.02099609375;259;3967.01391601563;259;4001.80322265625;259;4021.16723632813;259;3981.13623046875;259;3993.728515625;259;4021.46142578125;259;4355.6162109375;259;3961.22705078125;259;4049.47900390625;259;3961.22705078125;259;4805.5556640625;259;4799.47900390625;259;4793.40283203125;259;4773.39453125;259;4805.95703125;259;4804.17236328125;259;4760.6337890625;259;4795.6416015625;259;5161.60546875;259;4723.6689453125;259;5034.72216796875;259;4723.6689453125
260;201.388885498047;260;206.597213745117;260;190.104156494141;260;202.202850341797;260;212.822937011719;260;198.605224609375;260;202.192123413086;260;180.40592956543;260;197.107360839844;260;196.759246826172;260;218.460647583008;260;196.759246826172;260;802.951354980469;260;767.361145019531;260;759.548583984375;260;806.171203613281;260;780.803833007813;260;782.132629394531;260;804.886047363281;260;781.611572265625;260;782.210144042969;260;794.270874023438;260;791.377380371094;260;794.270874023438;260;2022.56945800781;260;1999.13195800781;260;2000.86804199219;260;2008.73803710938;260;2007.43212890625;260;2016.22583007813;260;2004.28198242188;260;2009.57104492188;260;2015.30786132813;260;1989.2939453125;260;2025.46301269531;260;1989.2939453125;260;3201.38891601563;260;3138.02075195313;260;3167.53466796875;260;3182.38793945313;260;3147.78637695313;260;3182.92797851563;260;3174.53759765625;260;3151.357421875;260;3180.28076171875;260;3156.82861328125;260;3174.18994140625;260;3156.82861328125;260;3580.72900390625;260;3585.9375;260;3592.01391601563;260;3557.125;260;3595.03149414063;260;3611.5263671875;260;3549.27587890625;260;3608.740234375;260;3609.13012695313;260;3521.412109375;260;3622.68505859375;260;3521.412109375;260;4029.513671875;260;4013.02099609375;260;3967.01391601563;260;4001.46997070313;260;4021.78686523438;260;3981.65209960938;260;3993.77514648438;260;4022.97534179688;260;4355.25341796875;260;3964.12036132813;260;4050.92602539063;260;3964.12036132813;260;4806.423828125;260;4800.34716796875;260;4794.27099609375;260;4770.35400390625;260;4807.71435546875;260;4804.34375;260;4759.2421875;260;4796.58642578125;260;5157.21484375;260;4723.6689453125;260;5034.72216796875;260;4723.6689453125
261;201.388885498047;261;206.597213745117;261;190.972229003906;261;202.209060668945;261;212.866836547852;261;191.817977905273;261;202.192291259766;261;158.114990234375;261;192.253799438477;261;195.3125;261;218.460647583008;261;195.3125;261;802.951354980469;261;768.229187011719;261;759.548583984375;261;806.109252929688;261;780.780029296875;261;782.100952148438;261;804.657043457031;261;781.431579589844;261;782.204467773438;261;794.270874023438;261;791.377380371094;261;794.270874023438;261;2021.70141601563;261;1999.13195800781;261;2000.86804199219;261;2009.45031738281;261;2008.26501464844;261;2016.00134277344;261;2004.80432128906;261;2009.70239257813;261;2015.23571777344;261;1989.2939453125;261;2025.46301269531;261;1989.2939453125;261;3201.38891601563;261;3139.75708007813;261;3168.40258789063;261;3181.08569335938;261;3148.29736328125;261;3183.06201171875;261;3173.921875;261;3151.12841796875;261;3180.6015625;261;3151.04150390625;261;3172.74291992188;261;3151.04150390625;261;3585.9375;261;3586.80541992188;261;3598.09033203125;261;3557.1611328125;261;3593.93286132813;261;3611.5263671875;261;3549.4462890625;261;3611.072265625;261;3608.39599609375;261;3521.412109375;261;3622.68505859375;261;3521.412109375;261;4028.64575195313;261;4011.28466796875;261;3966.14599609375;261;4002.841796875;261;4020.72314453125;261;3980.99267578125;261;3993.77514648438;261;4022.1337890625;261;4354.01806640625;261;3964.12036132813;261;4050.92602539063;261;3964.12036132813;261;4802.08349609375;261;4801.21533203125;261;4793.40283203125;261;4770.09716796875;261;4807.37353515625;261;4804.5087890625;261;4758.09814453125;261;4797.7568359375;261;5155.79150390625;261;4725.11572265625;261;5039.0625;261;4725.11572265625
262;194.444442749023;262;206.597213745117;262;188.368057250977;262;202.240600585938;262;212.920639038086;262;191.953140258789;262;202.235580444336;262;157.940872192383;262;192.388565063477;262;195.3125;262;218.460647583008;262;195.3125;262;802.083312988281;262;767.361145019531;262;759.548583984375;262;805.940490722656;262;780.863708496094;262;782.188598632813;262;804.659362792969;262;781.4443359375;262;782.29150390625;262;795.717590332031;262;791.377380371094;262;795.717590332031;262;2021.70141601563;262;2000.0;262;2000.86804199219;262;2009.39440917969;262;2007.86303710938;262;2016.21008300781;262;2004.92956542969;262;2009.99475097656;262;2015.470703125;262;1989.2939453125;262;2025.46301269531;262;1989.2939453125;262;3201.38891601563;262;3139.75708007813;262;3168.40258789063;262;3180.9287109375;262;3149.47534179688;262;3183.60546875;262;3174.09399414063;262;3151.1357421875;262;3180.72216796875;262;3151.04150390625;262;3172.74291992188;262;3151.04150390625;262;3629.34033203125;262;3598.09033203125;262;3598.09033203125;262;3557.01147460938;262;3593.31494140625;262;3610.50415039063;262;3549.42163085938;262;3610.88330078125;262;3608.59008789063;262;3525.75244140625;262;3621.23852539063;262;3525.75244140625;262;4027.77783203125;262;4011.28466796875;262;3966.14599609375;262;4002.99731445313;262;4019.94384765625;262;3979.86865234375;262;3994.84594726563;262;4021.16723632813;262;4353.18505859375;262;3964.12036132813;262;4050.92602539063;262;3964.12036132813;262;4802.08349609375;262;4801.21533203125;262;4792.53466796875;262;4772.22021484375;262;4808.67626953125;262;4803.8857421875;262;4758.09814453125;262;4797.07568359375;262;5153.79931640625;262;4725.11572265625;262;5037.61572265625;262;4725.11572265625
